,folioviv,foliohog,tot_integ,edad_jefe,jefe_es_hombre,alimentos,gasto_mon,transporte,ing_cor,jefe_termino_sec,tiene_auto,tasa_ahorro
743,101205706,1,3,60,1,10410.21,15175.18,3049.18,35139.33,1,1,0.568
746,101211003,1,4,76,1,17691.27,43328.96,10346.38,31094.48,1,1,-0.393
747,101211004,1,4,58,1,11429.82,28078.58,5547.29,80394.48,1,1,0.651
748,101211005,1,5,41,1,19074.57,39794.27,6885.48,41698.33,1,1,0.046
750,101215202,1,1,40,1,11753.84,32568.8,5755.43,93009.9,1,1,0.65
751,101215203,1,4,51,1,16354.03,36331.17,10339.79,50280.02,1,1,0.277
752,101215204,1,2,30,1,9758.47,68610.73,27834.62,41005.06,1,1,-0.673
753,101215205,1,3,35,1,24106.89,49701.53,8511.83,38076.9,1,1,-0.305
754,101215206,1,1,70,1,7585.62,28639.68,11562.68,40534.38,1,1,0.293
758,101218706,1,5,44,1,16392.7,25772.42,5700.0,30639.33,1,1,0.159
761,101243504,1,5,63,1,17806.86,85295.74,54829.48,97665.32,1,1,0.127
764,101245601,1,4,58,1,8594.92,36146.49,7782.85,53617.08,1,1,0.326
771,101256802,1,3,52,1,14727.67,20149.56,1500.0,45297.91,1,1,0.555
772,101256806,1,4,52,0,20570.65,54546.56,15280.83,83782.5,1,1,0.349
776,101262405,1,5,51,1,9925.56,64158.2,30460.45,125170.0,1,1,0.487
781,101263904,1,3,46,0,1414.26,22127.05,5231.51,59566.71,1,1,0.629
788,101265306,1,7,48,1,13216.89,28977.07,8309.41,72230.3,1,1,0.599
789,101273002,1,3,54,1,3638.48,18722.36,2971.93,12907.51,1,1,-0.451
790,101273003,1,3,26,0,14978.41,38721.13,4272.58,58127.62,1,1,0.334
791,101273004,1,3,54,1,18327.6,35651.69,3189.19,12716.67,1,1,-1.804
792,101273005,1,4,49,0,21432.05,45870.45,2883.23,66346.67,1,1,0.309
796,101280503,1,4,27,1,13949.76,27100.14,4856.25,24940.05,1,1,-0.087
797,101280504,1,4,67,1,9115.56,54605.88,33244.86,103436.85,1,1,0.472
798,101287601,1,6,27,1,10542.76,34654.09,7882.68,112656.22,1,1,0.692
803,101300201,1,4,47,1,4795.62,17700.41,8770.9,46635.01,1,1,0.62
804,101300202,1,4,68,1,5136.33,11300.26,3928.32,44764.87,1,1,0.748
805,101300203,1,3,31,1,6454.18,20478.19,8260.15,24787.77,1,1,0.174
807,101300205,1,3,55,1,11172.72,53332.72,12531.6,93477.75,1,1,0.429
808,101304701,1,2,28,1,14914.17,86646.07,55960.32,53729.49,1,1,-0.613
809,101304702,1,2,45,1,17794.13,34729.94,2700.0,38606.55,1,1,0.1
810,101304703,1,4,69,1,17061.23,55600.04,12047.69,173655.7,1,1,0.68
811,101304704,1,1,63,0,4699.17,99763.16,7245.0,121278.68,1,1,0.177
812,101306802,1,3,60,0,7990.63,32607.13,16650.0,90021.63,1,1,0.638
813,101306803,1,4,40,1,21220.59,82164.18,39903.19,73219.23,1,1,-0.122
814,101306804,1,4,60,1,44414.15,117801.24,30389.95,182803.23,1,1,0.356
816,101306806,1,3,61,1,41069.56,79149.88,23530.32,126634.37,1,1,0.375
817,101308501,1,1,35,1,15736.95,64974.25,10906.75,70777.15,1,1,0.082
818,101308502,1,4,48,1,21856.98,52681.91,7379.88,100632.61,1,1,0.476
819,101308503,1,4,59,1,16341.3,47759.56,14285.74,110685.88,1,1,0.569
820,101308504,1,4,49,1,12857.0,32500.02,12646.21,84535.1,1,1,0.616
821,101308506,1,10,58,1,11603.35,24225.04,4905.87,161870.57,1,1,0.85
823,101322602,1,6,41,1,17255.38,36480.85,3600.0,96095.45,1,1,0.62
824,101322603,1,3,43,0,1947.82,20451.74,4294.24,17286.87,1,1,-0.183
825,101322604,1,3,42,1,8639.91,33589.94,12565.68,187211.4,1,1,0.821
826,101322605,1,5,42,1,27874.15,92177.59,19325.4,36836.04,1,1,-1.502
827,101322606,1,5,34,1,19465.54,42729.91,5640.0,66639.28,1,1,0.359
830,101329803,1,5,48,1,6209.86,15308.5,2100.0,47355.7,1,1,0.677
832,101330402,1,4,52,1,19465.56,38197.62,12383.76,77187.92,1,1,0.505
834,101330404,1,2,58,0,8582.01,28234.94,7679.7,41896.21,1,1,0.326
835,101330405,1,7,54,1,34771.77,95812.81,13576.32,95724.35,1,1,-0.001
837,101347901,1,9,24,0,16919.81,36963.22,6905.79,35217.38,1,1,-0.05
838,101347902,1,4,52,1,13795.57,25645.05,5091.87,30367.88,1,1,0.156
840,101347904,1,2,45,1,11114.76,21558.32,3565.0,29137.96,1,1,0.26
841,101347905,1,4,44,1,9848.39,38249.24,5617.1,39694.48,1,1,0.036
843,101348301,1,3,48,1,27591.24,43160.47,2581.93,28674.68,1,1,-0.505
844,101348302,1,6,41,0,10967.0,50622.07,14360.46,126065.42,1,1,0.598
845,101348303,1,1,34,1,11867.05,23678.67,2916.3,22121.22,1,1,-0.07
848,101352002,1,5,23,1,19028.35,46487.75,18805.26,57439.42,1,1,0.191
851,101352006,1,4,33,1,27012.31,56816.38,9319.24,71111.54,1,1,0.201
852,101363201,1,3,57,0,6775.61,25875.54,6195.47,44333.82,1,1,0.416
853,101363202,1,2,40,0,12291.25,31764.33,6134.48,38027.45,1,1,0.165
854,101363205,1,4,46,1,18682.47,59620.99,23930.87,33387.9,1,1,-0.786
858,101365703,1,3,26,1,15544.08,22639.08,3900.0,34475.39,1,1,0.343
859,101365704,1,3,26,1,9809.84,38183.65,7710.0,46386.87,1,1,0.177
860,101365705,1,3,23,0,11397.6,36654.38,8550.0,47213.1,1,1,0.224
862,101369501,1,4,59,1,8729.86,23373.28,6389.13,65720.26,1,1,0.644
865,101369505,1,6,49,1,12625.46,24463.21,3391.93,29546.93,1,1,0.172
869,101373603,1,3,64,1,17292.56,32866.6,6303.84,44852.43,1,1,0.267
872,101373606,1,3,51,1,28690.49,46924.26,3960.0,51531.14,1,1,0.089
873,101374801,1,4,45,1,12609.4,68244.94,26596.71,48364.53,1,1,-0.411
875,101374803,1,4,30,1,8578.8,20474.41,2228.56,62340.19,1,1,0.672
876,101374805,1,4,27,1,3985.62,24633.65,3816.42,48455.12,1,1,0.492
877,101374806,1,2,24,1,5644.17,28430.53,6133.99,77671.1,1,1,0.634
878,101375401,1,4,49,1,20031.2,61736.03,6831.8,67950.44,1,1,0.091
882,101375406,1,4,29,1,5702.03,15319.85,4386.39,45361.31,1,1,0.662
883,101378901,1,5,44,1,18108.87,36121.7,2184.96,68474.61,1,1,0.472
886,101378903,1,8,42,0,9237.73,34129.54,7518.17,83357.92,1,1,0.591
890,101415301,1,3,47,1,28066.88,67369.62,12491.14,137661.78,1,1,0.511
891,101415302,1,4,48,1,25894.03,64702.2,6957.03,74256.93,1,1,0.129
892,101415303,1,5,47,1,29011.91,83099.46,6463.79,50928.7,1,1,-0.632
893,101415304,1,5,49,1,16945.56,43992.97,17050.33,53014.14,1,1,0.17
894,101415305,1,4,45,0,21239.72,47528.88,14837.25,74678.68,1,1,0.364
895,101415306,1,3,47,0,32766.17,115608.11,9869.01,96574.82,1,1,-0.197
896,101416403,1,3,24,1,12178.9,95345.28,30879.51,146081.62,1,1,0.347
897,101416405,1,6,49,1,16386.25,38318.27,16227.42,63207.85,1,1,0.394
899,101425001,1,6,43,1,38224.06,92705.14,10726.45,67981.22,1,1,-0.364
900,101425004,1,4,52,1,12522.8,50070.0,7929.1,292460.52,1,1,0.829
901,101425005,1,2,29,1,11005.67,45901.41,10258.06,188315.19,1,1,0.756
902,101425006,1,2,30,1,14091.37,57629.8,13689.67,127418.46,1,1,0.548
903,101435202,1,3,39,0,9231.36,50635.3,7064.5,34714.26,1,1,-0.459
904,101435203,1,2,23,1,5271.34,26178.03,8996.66,46389.51,1,1,0.436
905,101435204,1,2,58,1,12175.62,50263.67,14253.57,86678.81,1,1,0.42
906,101435205,1,3,64,1,25456.91,69847.4,7320.96,105534.8,1,1,0.338
907,101435206,1,4,39,0,13861.09,70663.76,10004.22,46483.5,1,1,-0.52
908,101436701,1,3,64,1,31345.51,139222.16,24150.0,97849.16,1,1,-0.423
909,101436702,1,4,30,1,27912.77,46598.18,5633.56,85145.14,1,1,0.453
911,101436704,1,5,47,1,6068.45,20462.02,3921.4,81858.84,1,1,0.75
912,101436705,1,3,50,1,26614.16,65942.19,14483.6,171098.33,1,1,0.615
913,101439501,1,4,57,0,23451.19,57498.52,8757.27,79720.16,1,1,0.279
914,101439503,1,2,51,1,15132.76,36041.73,4219.14,74312.29,1,1,0.515
916,101439505,1,3,21,0,29190.81,98267.09,7440.54,39277.16,1,1,-1.502
917,101439506,1,4,58,1,47357.03,132456.99,32534.01,368504.32,1,1,0.641
924,101449802,1,3,31,1,20776.96,38880.82,5725.71,31967.2,1,1,-0.216
929,101449806,1,4,37,1,14984.72,26331.69,5367.0,22204.91,1,1,-0.186
938,101466303,1,3,39,0,10195.51,30091.17,1680.0,36611.41,1,1,0.178
944,101476903,1,5,53,1,8659.11,51409.4,12344.94,55525.93,1,1,0.074
947,101476906,1,3,20,1,9822.66,43765.13,22884.27,32542.52,1,1,-0.345
948,101489301,1,3,44,0,11157.25,34443.31,8431.12,51293.82,1,1,0.329
949,101489302,1,4,45,1,15222.68,39715.54,7782.3,105486.33,1,1,0.624
952,101489305,1,5,39,1,10812.67,43671.09,7077.58,107460.45,1,1,0.594
953,101489306,1,2,49,0,7032.72,11980.12,1335.48,34111.3,1,1,0.649
954,101493001,1,2,50,1,13191.23,57410.03,16088.91,100300.49,1,1,0.428
957,101493004,1,4,45,1,12908.5,40406.78,10913.71,85302.98,1,1,0.526
958,101493006,1,4,37,1,17665.5,35605.99,12307.6,38882.17,1,1,0.084
963,101500205,1,5,48,1,7907.13,38197.67,10457.32,53951.73,1,1,0.292
965,101501701,1,5,41,1,4448.46,18295.35,5430.0,43091.77,1,1,0.575
966,101501702,1,4,32,1,9282.71,22080.12,6885.74,80243.07,1,1,0.725
969,101501706,1,6,48,1,13622.01,39792.12,9684.83,85349.96,1,1,0.534
970,101502501,1,4,23,0,22197.5,63731.62,12225.06,44021.93,1,1,-0.448
971,101502502,1,5,36,1,21027.64,63732.27,10731.19,49890.63,1,1,-0.277
972,101502503,1,3,23,0,4924.22,41834.65,30456.93,68711.97,1,1,0.391
975,101502506,1,4,44,1,15248.43,36652.38,3832.25,84975.75,1,1,0.569
979,101505606,1,9,46,0,24647.01,42191.12,5695.08,55083.9,1,1,0.234
983,101517806,1,6,46,1,14104.16,73786.61,12966.45,88184.58,1,1,0.163
985,101524004,1,7,44,1,19941.23,49976.03,6495.59,87719.95,1,1,0.43
986,101524005,1,3,39,1,6826.96,19076.95,2903.22,19369.54,1,1,0.015
987,101524006,1,2,47,1,2198.54,9908.59,3280.64,50411.17,1,1,0.803
988,101532403,1,3,37,1,27520.55,78446.25,16583.5,48913.04,1,1,-0.604
989,101532405,1,2,30,1,9404.83,18400.56,3048.38,35138.48,1,1,0.476
990,101532406,1,3,56,1,11751.32,47371.06,5610.92,96083.0,1,1,0.507
991,101536201,1,4,46,1,22126.88,79427.09,30244.31,86648.13,1,1,0.083
992,101536202,1,4,31,1,22101.31,131362.35,3270.95,66354.09,1,1,-0.98
993,101536203,1,3,45,0,13204.12,34914.26,10493.37,83713.51,1,1,0.583
994,101536204,1,3,37,1,6409.11,38839.66,8098.04,60919.07,1,1,0.362
996,101536206,1,3,40,1,12072.67,32412.99,4986.26,34450.86,1,1,0.059
997,101547901,1,5,42,1,11005.56,26422.96,5124.19,43178.87,1,1,0.388
999,101547904,1,4,29,1,16694.73,40066.14,7374.67,105409.45,1,1,0.62
1001,101552301,1,2,47,0,10613.36,41077.63,22735.7,29282.47,1,1,-0.403
1002,101552303,1,6,41,1,3593.48,20551.91,7073.29,60603.55,1,1,0.661
1003,101552304,1,3,79,1,7354.25,26430.88,8148.38,12915.71,1,1,-1.046
1004,101552305,1,5,35,1,6865.68,87253.5,22808.5,104593.16,1,1,0.166
1005,101552306,1,4,76,0,18835.49,35671.52,11119.35,98191.77,1,1,0.637
1007,101554003,1,5,39,1,11828.39,39323.02,7802.03,64408.52,1,1,0.389
1008,101554004,1,3,50,1,30561.28,110442.01,18874.91,122196.55,1,1,0.096
1009,101554005,1,5,39,1,15132.59,28602.73,5867.4,32910.58,1,1,0.131
1013,101556205,1,7,47,0,15698.24,25843.46,4873.44,62593.19,1,1,0.587
1015,101562701,1,1,51,0,5129.92,14894.16,3000.0,38774.47,1,1,0.616
1016,101562702,1,2,58,0,21549.53,40059.12,4746.0,96472.11,1,1,0.585
1017,101562705,1,3,53,1,29777.0,95702.95,18777.04,149007.85,1,1,0.358
1018,101562706,1,3,63,1,13088.5,28260.59,8904.09,93667.42,1,1,0.698
1020,101581502,1,5,47,1,18430.54,45615.83,5177.41,56543.9,1,1,0.193
1026,101584603,1,3,49,1,10131.23,28331.58,7037.12,47061.67,1,1,0.398
1030,101602801,1,1,49,1,14412.73,63387.9,44669.26,42288.57,1,1,-0.499
1034,101610401,1,4,42,1,11134.13,22409.89,7756.44,78894.65,1,1,0.716
1035,101610402,1,3,49,1,25984.03,82336.69,10546.45,71915.67,1,1,-0.145
1037,101610404,1,4,28,1,11005.59,33132.81,7557.09,52127.3,1,1,0.364
1038,101610405,1,5,39,1,23219.84,42756.33,5369.64,80978.67,1,1,0.472
1039,101610406,1,5,42,1,16701.19,65597.75,7614.7,96124.41,1,1,0.318
1040,101617901,1,1,61,1,7701.33,18417.4,6387.09,28467.38,1,1,0.353
1041,101617902,1,2,56,1,12696.26,40889.67,18777.86,91935.77,1,1,0.555
1042,101617903,1,3,50,1,19774.1,38758.93,10082.89,72097.61,1,1,0.462
1043,101617904,1,4,40,1,16077.67,37048.83,10467.16,36728.15,1,1,-0.009
1044,101617905,1,3,53,1,18783.92,38066.81,8668.61,56403.78,1,1,0.325
1046,101622302,1,3,48,1,7157.4,19359.2,2619.2,36738.71,1,1,0.473
1048,101622306,1,4,43,1,8656.46,21899.06,6389.85,31143.38,1,1,0.297
1049,101631001,1,4,56,1,18526.98,40777.37,9789.44,58895.72,1,1,0.308
1050,101631003,1,2,74,1,18642.65,40211.9,8623.23,104358.31,1,1,0.615
1052,101635201,1,4,61,1,8099.8,41942.26,16404.15,86077.43,1,1,0.513
1053,101635202,1,4,51,1,17254.01,32508.75,7447.56,32788.63,1,1,0.009
1054,101635203,1,5,54,1,40493.35,98873.63,50640.03,226147.97,1,1,0.563
1055,101635204,1,4,69,1,30953.25,56605.13,14291.51,214192.29,1,1,0.736
1057,101635206,1,2,63,0,13750.56,37023.9,6508.9,134359.96,1,1,0.724
1058,101640701,1,8,63,1,23566.81,66898.25,13476.32,163917.63,1,1,0.592
1059,101640703,1,4,59,1,12386.28,38093.9,6825.0,79776.37,1,1,0.522
1061,101640705,1,3,24,1,5924.49,32659.48,2252.14,36409.14,1,1,0.103
1062,101640706,1,5,50,1,13975.44,33257.68,7569.18,73594.48,1,1,0.548
1064,101644502,1,4,44,0,15026.56,44147.69,17268.3,93126.62,1,1,0.526
1067,101644505,1,3,42,1,10195.45,16618.55,3398.66,43583.07,1,1,0.619
1068,101656602,1,4,42,1,8794.14,121989.99,86097.54,107502.16,1,1,-0.135
1070,101656604,1,4,45,1,11699.91,78535.31,43359.83,55013.09,1,1,-0.428
1072,101656606,1,3,43,1,14001.27,38108.48,10752.85,61577.18,1,1,0.381
1077,101673402,1,1,40,1,14284.16,29582.45,7035.57,37028.72,1,1,0.201
1079,101673404,1,1,49,1,7817.01,24773.39,6882.53,55208.61,1,1,0.551
1080,101673405,1,2,71,1,4204.23,14564.77,5010.05,40094.48,1,1,0.637
1083,101678703,1,5,39,1,10073.39,20835.0,6299.98,40303.27,1,1,0.483
1084,101678704,1,4,30,1,9604.06,19289.77,2785.71,32134.42,1,1,0.4
1090,101680906,1,5,46,1,5110.62,11696.89,2498.56,23097.99,1,1,0.494
1092,101681302,1,5,38,1,10208.32,16229.53,1701.26,12529.06,1,1,-0.295
1094,101681304,1,2,49,0,12513.17,36490.44,6051.78,38840.12,1,1,0.06
1095,101681305,1,1,32,1,5142.81,38016.8,13439.8,16650.63,1,1,-1.283
1097,101712001,1,5,48,1,14187.6,53848.29,17846.19,46968.01,1,1,-0.146
1098,101712002,1,4,40,0,9392.01,23991.4,2621.17,49005.9,1,1,0.51
1100,101712004,1,3,26,1,21419.79,49738.39,10132.23,76056.27,1,1,0.346
1101,101712005,1,3,56,0,23528.22,94501.35,49896.12,69060.93,1,1,-0.368
1102,101712006,1,4,60,0,9835.56,89556.42,11810.17,169342.75,1,1,0.471
1103,101713201,1,4,62,0,19298.39,42642.33,15066.03,92506.11,1,1,0.539
1104,101713202,1,3,26,1,4011.39,69083.77,57197.35,55888.91,1,1,-0.236
1105,101713204,1,1,26,1,4839.32,35809.96,8618.63,52684.59,1,1,0.32
1106,101713204,2,1,26,1,11687.04,40860.03,11117.17,55631.86,1,1,0.266
1107,101713205,1,2,57,1,14522.04,60063.76,13966.83,118408.52,1,1,0.493
1108,101713206,1,1,53,1,6325.66,38112.84,10188.98,39832.37,1,1,0.043
1110,101714702,1,2,85,0,4242.82,23719.59,6900.0,33779.83,1,1,0.298
1111,101714703,1,2,23,1,18977.07,60088.04,22349.5,134999.99,1,1,0.555
1112,101714704,1,5,53,1,8356.99,38113.1,10409.96,64991.76,1,1,0.414
1113,101714706,1,2,33,0,5387.06,20715.26,4950.0,33245.89,1,1,0.377
1115,101720503,1,5,65,0,2635.65,26102.68,10490.31,31241.23,1,1,0.164
1118,101720506,1,1,43,0,7662.76,11528.19,1887.09,22671.96,1,1,0.492
1119,101725601,1,3,49,0,14920.98,25376.87,3417.0,37524.57,1,1,0.324
1121,101725603,1,3,37,1,15219.61,36583.48,7367.21,51836.02,1,1,0.294
1124,101734502,1,2,45,1,12831.32,33559.42,14883.86,102752.07,1,1,0.673
1126,101734504,1,2,26,1,4493.5,21194.7,4198.56,60601.9,1,1,0.65
1128,101736802,1,4,48,0,43907.07,134942.09,29500.32,240698.04,1,1,0.439
1129,101736805,1,4,48,1,66728.4,151467.51,18354.58,292889.77,1,1,0.483
1130,101736806,1,2,49,1,3947.08,81847.47,18121.45,128854.68,1,1,0.365
1131,101741602,1,3,37,1,38494.14,120135.91,17065.85,102251.49,1,1,-0.175
1133,101741605,1,3,41,1,30927.61,219443.59,27182.94,191163.91,1,1,-0.148
1135,101743402,1,2,54,0,3728.55,8444.22,3150.0,20221.91,1,1,0.582
1137,101743404,1,5,39,1,4814.91,40146.53,8531.21,53262.62,1,1,0.246
1143,101773906,1,3,48,1,6164.93,13744.29,4354.83,33809.93,1,1,0.593
1145,101777303,1,5,43,1,21481.18,39149.06,6321.28,57385.18,1,1,0.318
1146,101777304,1,1,59,1,8582.02,28308.12,2562.18,32180.0,1,1,0.12
1153,101780202,1,3,25,1,12139.82,46722.05,16161.61,38027.45,1,1,-0.229
1156,101780205,1,2,35,1,13204.12,32784.07,12727.06,104064.65,1,1,0.685
1159,101786702,1,5,37,1,19369.07,154573.74,104151.49,65423.77,1,1,-1.363
1161,101786705,1,4,36,1,11172.8,88101.72,14216.5,175795.08,1,1,0.499
1163,101792801,1,4,43,1,9244.17,27921.57,7468.5,31942.6,1,1,0.126
1164,101792802,1,1,45,0,2789.94,12556.69,4965.0,28934.49,1,1,0.566
1169,101803503,1,4,40,0,4988.49,23118.09,9708.94,72720.01,1,1,0.682
1170,101803504,1,5,33,1,18822.78,110935.34,22303.49,129924.06,1,1,0.146
1171,101803505,1,3,37,1,13030.4,28072.24,7606.45,100862.3,1,1,0.722
1172,101803506,1,5,31,1,27989.62,63755.86,9547.22,65597.72,1,1,0.028
1173,101804601,1,2,24,1,8896.99,58979.69,31462.6,27234.92,1,1,-1.166
1175,101804604,1,4,37,0,24222.6,74983.47,12406.74,38680.3,1,1,-0.939
1176,101804605,1,2,23,1,5798.47,19002.57,5382.84,35451.95,1,1,0.464
1177,101804606,1,3,26,1,13351.98,30625.93,5340.0,22586.26,1,1,-0.356
1178,101807401,1,1,49,1,4641.37,16722.12,4499.99,38475.93,1,1,0.565
1183,101807406,1,5,48,1,23780.33,62244.1,15231.89,30247.18,1,1,-1.058
1184,101809801,1,3,32,0,12972.69,43561.9,16735.08,66157.35,1,1,0.342
1186,101809803,1,4,34,1,13628.3,40834.12,11100.0,57628.78,1,1,0.291
1187,101809804,1,3,27,1,14142.69,27606.69,3981.0,30434.44,1,1,0.093
1188,101809805,1,5,33,1,13165.4,39533.37,6366.88,40596.79,1,1,0.026
1190,101814401,1,4,45,0,6209.88,56173.58,9512.43,52790.86,1,1,-0.064
1191,101814402,1,4,30,0,19696.93,40713.33,4064.51,41023.84,1,1,0.008
1194,101856902,1,3,41,1,11680.53,33976.23,10411.44,73516.25,1,1,0.538
1195,101856903,1,1,64,1,5408.28,19678.08,3573.9,45500.29,1,1,0.568
1198,101877901,1,2,71,0,11282.06,35676.05,6756.06,193995.99,1,1,0.816
1199,101877902,1,6,49,1,27321.22,84630.78,12058.05,158280.99,1,1,0.465
1200,101877903,1,4,49,0,7277.02,26544.38,2680.64,58492.85,1,1,0.546
1201,101877905,1,3,60,0,7032.75,53735.69,9765.4,81163.4,1,1,0.338
1203,101889302,1,3,33,1,8691.28,29213.81,6774.19,4220.49,1,1,-5.922
1206,101892001,1,5,44,1,7784.9,14751.97,2194.64,30914.6,1,1,0.523
1210,101892006,1,1,24,1,7328.51,33242.76,5614.83,31323.2,1,1,-0.061
1224,101937702,1,3,52,1,9578.46,34966.15,7029.84,68580.06,1,1,0.49
1228,101937706,1,4,36,1,13191.3,41600.08,7415.4,42481.95,1,1,0.021
1229,101954501,1,9,63,1,10491.14,31331.47,12088.12,88390.86,1,1,0.646
1230,101954502,1,2,44,1,10124.03,17654.52,580.64,68721.96,1,1,0.743
1232,101954504,1,3,46,1,19163.35,47124.67,5627.62,77719.63,1,1,0.394
1234,101954506,1,5,37,1,9147.59,84519.03,54893.98,60516.66,1,1,-0.397
1235,101957601,1,2,43,0,6833.45,12724.26,1110.0,14606.55,1,1,0.129
1239,101957605,1,5,33,1,13011.21,26114.98,6077.67,41655.2,1,1,0.373
1240,101957606,1,11,63,1,26948.23,61792.01,19690.15,99036.2,1,1,0.376
1241,101963801,1,5,56,0,5091.36,30321.18,6690.0,181536.43,1,1,0.833
1242,101963802,1,4,49,0,15923.88,80982.25,11183.6,37539.32,1,1,-1.157
1243,101963803,1,3,55,1,26074.08,90605.68,9924.0,108196.69,1,1,0.163
1244,101963805,1,4,62,1,27835.53,58193.7,8340.0,103672.12,1,1,0.439
1245,101963806,1,3,57,1,14322.81,43459.23,12690.0,110053.58,1,1,0.605
1246,101972402,1,4,31,0,26909.83,47356.92,6141.88,60304.23,1,1,0.215
1248,101972404,1,5,51,0,23605.44,46590.09,13538.73,71073.77,1,1,0.344
1250,101972406,1,3,41,1,8897.04,19717.39,4983.86,65448.78,1,1,0.699
1254,101991906,1,5,47,1,8292.72,25834.87,9966.73,46043.63,1,1,0.439
1255,102002502,1,4,50,0,25958.42,158573.77,13768.83,418341.69,1,1,0.621
1259,102002522,1,4,56,1,15479.8,25060.22,2719.17,81018.9,1,1,0.691
1261,102002607,1,4,40,0,12413.42,55002.81,4491.0,38950.79,1,1,-0.412
1265,102002701,1,2,50,0,13274.88,43248.64,5175.0,129836.05,1,1,0.667
1268,102002713,1,1,40,1,5387.03,23687.0,6642.0,24098.35,1,1,0.017
1272,102002808,1,3,44,0,14014.14,20734.21,1740.0,12077.47,1,1,-0.717
1273,102002816,1,2,78,1,19716.24,35537.46,3554.7,65505.52,1,1,0.457
1276,102022302,1,6,60,1,11532.67,25708.8,7065.48,36873.67,1,1,0.303
1277,102022303,1,4,60,1,13949.77,21623.8,976.51,36510.24,1,1,0.408
1283,102028003,1,7,73,1,29758.69,80959.34,7509.24,110728.04,1,1,0.269
1284,102028004,1,5,62,0,30393.88,78430.53,4177.85,192372.59,0,1,0.592
1285,102028006,1,5,54,1,17112.76,49416.95,3537.09,116563.89,1,1,0.576
1290,102037206,1,3,30,0,16630.55,39276.37,4548.27,85255.87,1,1,0.539
1291,102049702,1,2,56,0,2616.38,17444.32,3600.0,20486.55,1,1,0.148
1292,102049706,1,4,51,1,12895.58,26596.61,7525.0,41884.91,1,1,0.365
1294,102060503,1,4,47,1,17228.33,47153.05,14322.57,72481.56,1,1,0.349
1298,102062601,1,3,60,1,13371.17,54105.5,8183.6,77065.54,1,1,0.298
1300,102062605,1,4,42,1,12169.21,24807.16,6117.0,33418.02,1,1,0.258
1302,102069801,1,5,47,1,8575.55,27466.34,3944.14,28775.11,1,1,0.045
1306,102069806,1,2,66,1,5477.06,13811.84,4200.0,30196.72,1,1,0.543
1308,102075402,1,8,31,1,23875.48,103912.36,49235.41,165899.27,1,1,0.374
1310,102075404,1,1,32,1,3702.74,13323.3,4092.12,20129.97,1,1,0.338
1313,102082002,1,3,43,1,25097.03,63530.12,19796.61,51557.33,1,1,-0.232
1315,102082004,1,5,47,1,14309.79,36223.67,4288.47,61873.4,1,1,0.415
1318,102085901,1,5,47,1,17009.8,25581.42,3452.89,48800.98,1,1,0.476
1327,102090305,1,4,48,1,18282.59,45625.89,4795.41,36489.58,1,1,-0.25
1329,102095001,1,1,61,1,15698.5,83524.16,16400.06,95673.17,1,1,0.127
1335,102110202,1,5,54,1,4911.35,14238.5,5231.51,52166.29,1,1,0.727
1337,102110204,1,4,31,1,6505.6,20722.19,6990.91,44377.85,1,1,0.533
1338,102110205,1,1,33,1,6827.07,24411.94,8907.17,51367.93,1,1,0.525
1341,102132308,1,2,62,1,14881.9,29398.7,1521.96,40232.52,1,1,0.269
1343,102132316,1,2,62,1,321.42,14331.08,3958.05,48051.5,1,1,0.702
1344,102132320,1,2,56,0,8048.47,15299.18,2903.22,36288.3,1,1,0.578
1346,102132402,1,5,28,1,3471.38,14341.0,3683.22,28173.9,1,1,0.491
1347,102132406,1,2,58,0,6955.63,19266.93,4244.64,54470.94,1,1,0.646
1350,102132418,1,2,29,1,7804.19,41201.27,10668.16,104527.13,1,1,0.606
1353,102132801,1,13,62,1,23251.81,74365.38,7841.02,139283.94,1,1,0.466
1357,102132817,1,5,61,1,6904.19,57258.75,38031.13,87348.39,1,1,0.344
1360,102132919,1,4,43,0,5001.37,60950.09,14076.85,105885.67,1,1,0.424
1361,102132923,1,1,49,1,5502.79,11129.45,3010.91,51171.13,1,1,0.783
1362,102143001,1,4,57,1,25945.56,48027.33,5274.18,48376.56,1,1,0.007
1365,102143013,1,5,58,1,16315.54,44403.02,9296.03,97093.93,1,1,0.543
1367,102143021,1,8,73,0,47982.42,85714.08,12257.86,103628.65,1,1,0.173
1369,102143206,1,3,53,1,9578.51,17784.99,3631.93,39991.85,1,1,0.555
1371,102143218,1,3,45,0,17851.88,38050.19,7370.86,42686.64,1,1,0.109
1372,102143222,1,5,55,0,19867.97,103040.26,19573.94,99762.47,1,1,-0.033
1374,102143508,1,6,48,1,25894.05,51797.26,8118.64,101136.98,1,1,0.488
1378,102143524,1,5,43,1,14399.76,67120.61,8814.58,77650.58,1,1,0.136
1382,102143719,1,5,28,1,9713.44,26592.65,3450.0,39097.61,1,1,0.32
1384,102174403,1,3,58,0,16646.99,91924.61,12161.91,83758.05,1,1,-0.098
1385,102174407,1,4,55,1,32650.5,62654.6,16040.47,99779.01,1,1,0.372
